Country,N,Mean,Mean_SE,median,Gini,Gini_SE,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,HC_20,HC_50,HC_80,HC_SE_20,HC_SE_50,HC_SE_80,CI_lower_20,CI_lower_50,CI_lower_80,CI_upper_20,CI_upper_50,CI_upper_80
at94,3367,26937.49278,313.1766,23634.07793,0.342524494,0.00504458,2.243315255,6.156142724,11.53386486,18.168772,26.22841334,35.68959604,46.63641513,59.61993847,75.67661138,100,0.031162747,0.222443166,0.447008627,0.002994482,0.007167275,0.008568318,0.02529367,0.208395566,0.430215032,0.037031824,0.236490766,0.463802222
at95,3281,26630.59976,310.91534,23905.72956,0.331783194,0.00529999,2.285893584,6.385572005,11.87482782,18.67394264,26.90772826,36.54050171,47.67262933,60.65054404,76.32678558,100,0.030556422,0.214352647,0.433049575,0.003004757,0.007164323,0.008650441,0.024667206,0.200310833,0.416095023,0.036445638,0.228394461,0.450004127
at96,3130,25993.42145,288.47657,23154.72904,0.32662623,0.00461529,2.427018816,6.535552433,12.08262343,18.91826678,27.12064326,36.74012324,47.89288619,60.95517354,76.85164944,100,0.021666059,0.204385862,0.430873561,0.002602324,0.007207829,0.008851302,0.016565598,0.190258776,0.413525329,0.02676652,0.218512948,0.448221793
at97,2951,26113.28723,291.62426,23220.27965,0.320803811,0.00476631,2.538190624,6.838688791,12.44172052,19.27471924,27.49391708,37.10116294,48.26656251,61.31059163,77.10846775,100,0.020234912,0.197427399,0.435027634,0.002591952,0.007327592,0.009126146,0.015154778,0.183065583,0.417140716,0.025315046,0.211789215,0.452914552
at98,2808,27296.64183,365.64462,23684.9492,0.340416828,0.0096226,2.259386451,6.407996505,11.91855295,18.66958871,26.65637476,36.03746333,46.88737811,59.54771173,75.00479563,100,0.032537439,0.206651012,0.450474041,0.003348191,0.007641038,0.00938924,0.025975105,0.191674853,0.432071469,0.039099773,0.221627171,0.468876613
at99,2633,28135.67649,352.76794,25007.01372,0.327579512,0.00609159,2.404332577,6.70151854,12.29353485,19.08744567,27.25869721,36.84749684,47.80495666,60.60532696,76.25590014,100,0.026075779,0.198542513,0.439124449,0.003105674,0.007773947,0.009671674,0.019988771,0.183305857,0.420168317,0.032162787,0.213779169,0.458080581
at00,2522,27754.22173,335.54076,24763.3417,0.316594756,0.00540158,2.607812736,7.034678104,12.727657,19.61911646,27.86530102,37.51204494,48.57482863,61.55021344,77.05545713,100,0.022870839,0.188313036,0.432603845,0.002976765,0.00778506,0.009865426,0.017036488,0.1730546,0.413267965,0.02870519,0.203571472,0.451939725
at03,4518,30722.73181,307.45534,26380.09961,0.337906012,0.00408873,2.368413892,6.55108386,11.97296614,18.58449028,26.48459721,35.81838637,46.87017916,59.89607784,75.68492604,100,0.026341508,0.211521552,0.455968802,0.002382597,0.006075739,0.007409798,0.021671704,0.199613322,0.441445865,0.031011312,0.223429782,0.470491739
at04,5145,32865.09738,310.12016,28438.78003,0.331571726,0.00407334,2.621703354,6.897125287,12.45605852,19.26285469,27.25771033,36.55098473,47.34445318,59.94401134,75.29373444,100,0.020848008,0.205912854,0.45246723,0.001991887,0.005637455,0.006939145,0.016943982,0.194863644,0.438866757,0.024752034,0.216962064,0.466067703
at05,6027,31919.68859,267.51566,27690.00806,0.330214158,0.00354271,2.58095764,6.871038055,12.34619543,19.040631,27.06617298,36.45859728,47.42941238,60.26753399,75.95780458,100,0.020437673,0.205636819,0.448823132,0.001822557,0.005206063,0.006406672,0.016865527,0.195433124,0.436266285,0.024009819,0.215840514,0.461379979
at06,6804,33019.67516,275.56688,28080.85938,0.337282237,0.00381321,2.59802434,6.874643148,12.32591325,18.88538144,26.74233797,35.94265278,46.75535479,59.52270147,75.1207564,100,0.019338014,0.20955097,0.460079042,0.001669489,0.004934005,0.006042257,0.016065877,0.199880497,0.448236437,0.022610151,0.219221443,0.471921647
at07,5705,35185.71957,335.58485,29349.05078,0.353994503,0.00402822,2.316377715,6.340119491,11.5429802,17.92319442,25.55416381,34.59800283,45.33105326,58.35990802,74.50140735,100,0.026610779,0.233044684,0.477450411,0.002130808,0.005597277,0.006613024,0.022434473,0.222074222,0.464489123,0.030787085,0.244015146,0.490411699
at08,5870,36747.27097,343.0431,31142.13178,0.352646543,0.00405191,2.270960776,6.321222933,11.52615597,17.88987753,25.61287334,34.80470546,45.6214853,58.56381471,74.58633968,100,0.030144109,0.231217134,0.468023369,0.0022317,0.005502915,0.006512699,0.025770058,0.220431619,0.455258714,0.03451816,0.242002649,0.480788024
at09,6188,38161.356,358.38915,32081.87628,0.358392358,0.00405587,2.125652313,6.038619792,11.20386179,17.56524157,25.22771963,34.42161422,45.26981536,58.26553174,74.29588842,100,0.035229749,0.234062176,0.471739245,0.002343644,0.005382539,0.006345999,0.030636292,0.223512592,0.459301315,0.039823206,0.24461176,0.484177175
at10,6183,38439.95587,342.35058,32277.41992,0.352127809,0.00375912,2.218188113,6.241853977,11.5241916,17.94587519,25.62741348,34.78611471,45.63892916,58.66966636,74.70867206,100,0.030477789,0.225467912,0.472785419,0.002186105,0.005314501,0.006349304,0.026193102,0.215051682,0.460341012,0.034762476,0.235884142,0.485229826
at11,6231,39270.53536,360.60187,33398.74041,0.351462448,0.004235,2.164318828,6.150763281,11.44520163,17.91187578,25.66759981,34.92772693,45.82506203,58.83137596,74.85903825,100,0.031301047,0.227287544,0.468946605,0.002205946,0.005309063,0.006321963,0.026977471,0.216881971,0.456555786,0.035624623,0.237693117,0.481337424
at12,5960,39100.30148,341.44505,33627.68994,0.34291241,0.00373593,2.269966319,6.399652937,11.76735568,18.30081682,26.13883733,35.49350323,46.45117017,59.46030691,75.48259705,100,0.028615396,0.216459765,0.463006515,0.002159595,0.005334529,0.006458846,0.024382667,0.20600428,0.450347409,0.032848125,0.22691525,0.475665621
at13,5898,41285.74325,413.15795,35010.48053,0.350617346,0.00468788,2.336919722,6.366975492,11.57790111,17.96476331,25.73074924,34.98950045,45.878011,58.76319319,74.65325377,100,0.025604372,0.233334517,0.466563722,0.002056707,0.005507317,0.006495975,0.021573301,0.222540374,0.453831844,0.029635443,0.24412866,0.4792956
at14,6039,41087.55261,393.09806,35064.53906,0.342916892,0.00466427,2.486200555,6.639336469,11.919536,18.37049183,26.17401055,35.44781674,46.3951938,59.37484133,75.22818234,100,0.022174219,0.223402951,0.466301223,0.001894839,0.005359938,0.006419465,0.018460402,0.212897665,0.453719302,0.025888036,0.233908237,0.478883144
at15,5992,41383.31742,399.96144,35593.87988,0.341507367,0.00516853,2.456748214,6.63405713,11.93689391,18.43562781,26.27067772,35.60580428,46.62233885,59.58241667,75.252609,100,0.023451026,0.219239316,0.462543891,0.001954979,0.00534481,0.00644113,0.019619338,0.208763681,0.449919508,0.027282714,0.229714951,0.475168274
at16,6071,43620.62391,421.19142,36948.8099,0.350441399,0.00469664,2.286421193,6.320827089,11.55100317,17.97765887,25.73981513,34.95303894,45.8428371,58.80084933,74.7901397,100,0.028376684,0.226073282,0.466890492,0.00213108,0.005368395,0.006403031,0.024199845,0.215551422,0.454340782,0.032553523,0.236595142,0.479440202
at17,6084,43726.17839,384.78169,36830.69948,0.345376598,0.00408158,2.452506584,6.576696091,11.8428685,18.26235521,26.00289452,35.1977537,46.09532053,59.12424271,75.05016704,100,0.021895717,0.224687774,0.469768741,0.001876193,0.005350981,0.006398529,0.018218446,0.214200043,0.457227855,0.025572988,0.235175505,0.482309627
at18,5957,45004.04555,435.45855,38523.17969,0.344807247,0.00554941,2.313083354,6.425892631,11.76076906,18.30662527,26.16100352,35.46889769,46.41937333,59.35892881,75.00993958,100,0.027307742,0.220316124,0.46160008,0.002111625,0.00536993,0.006459094,0.023169033,0.209791255,0.448940488,0.031446451,0.230840993,0.474259672
at19,5988,46116.11349,400.81688,39827.11846,0.339211711,0.00399832,2.382575639,6.529167283,11.914224,18.5118887,26.45030862,35.83943802,46.75103103,59.69491691,75.56008518,100,0.027400768,0.215758407,0.454804602,0.002109636,0.005315791,0.006434986,0.023265958,0.205339648,0.442192261,0.031535578,0.226177166,0.467416943
at20,5972,46519.62633,401.32186,40039.17882,0.337554003,0.00374472,2.385811094,6.617804661,12.05008833,18.6666962,26.59044965,35.92374816,46.81422992,59.68181324,75.63671534,100,0.026084208,0.210353474,0.455681268,0.002062479,0.005273893,0.00644462,0.022041823,0.200016834,0.443050045,0.030126593,0.220690114,0.468312491
at21,5901,47927.49083,484.34215,40709.74023,0.346000495,0.0049086,2.352664699,6.491240386,11.79275589,18.25909507,26.06010916,35.33667317,46.19696348,59.08844944,75.00376497,100,0.028613907,0.222028728,0.464674017,0.00217031,0.005410328,0.006492628,0.024360178,0.211424681,0.451948699,0.032867636,0.232632775,0.477399335
at22,6099,53623.27052,710.56637,45128.4212,0.359338558,0.00759376,2.305248418,6.273263795,11.37060155,17.66600402,25.32898032,34.49994414,45.29013995,58.08109396,73.71963291,100,0.027261123,0.243929271,0.471927031,0.002085166,0.005499002,0.00639227,0.023174272,0.233151426,0.459398413,0.031347974,0.254707116,0.484455649
au81,14709,15996.41415,80.658791,14720,0.330755564,0.00202572,2.155535879,5.907365297,11.21311773,18.17718274,26.6390005,36.51486076,47.9666082,61.33540325,77.35541962,100,0.024987071,0.231845075,0.41813054,0.001286978,0.00347962,0.004067028,0.02246464,0.225025146,0.410159312,0.027509502,0.238665004,0.426101768
au85,7534,21137.78422,159.28694,19110,0.340670717,0.00315935,2.200249766,5.873604278,10.9264137,17.57382062,25.87560026,35.70610572,47.19241496,60.5973316,76.66209416,100,0.019963145,0.245768536,0.42919849,0.001611472,0.00496024,0.005702415,0.016804717,0.236046645,0.418021961,0.023121573,0.255490427,0.440375019
au89,14407,29867.94304,170.6693,26213,0.350968631,0.00236492,2.109885585,5.662881225,10.67771425,17.28671049,25.33991514,34.95342318,46.28370207,59.62142441,75.73566426,100,0.024684741,0.248971784,0.446128851,0.001292707,0.003602603,0.004141405,0.022151082,0.241910812,0.438011846,0.0272184,0.256032756,0.454245856
au95,6739,33053.39846,289.82569,27976,0.364068454,0.00362486,2.210357764,5.759919329,10.55688438,16.69272825,24.31990322,33.65891076,44.85712688,58.34071377,74.93612366,100,0.021489347,0.266409539,0.473423794,0.001766431,0.005385227,0.006082161,0.018027206,0.255854689,0.461502977,0.024951488,0.276964389,0.485344611
au01,6697,41786.25214,384.61669,35412,0.36971685,0.00411731,2.148007378,5.641475561,10.42186281,16.48532562,24.0732156,33.42444897,44.54485956,57.82938615,74.19469256,100,0.022604545,0.268604667,0.474255999,0.001816322,0.005416175,0.006101736,0.019044619,0.257989158,0.462296816,0.026164471,0.279220176,0.486215182
au03,10086,44869.77637,328.9586,38116,0.365208429,0.0031089,2.107426397,5.650938587,10.47772122,16.64627384,24.31088847,33.67453801,44.84652983,58.21771964,74.82358108,100,0.023833277,0.264518971,0.473132468,0.001518778,0.004391922,0.004971445,0.020856526,0.255910961,0.463388615,0.026810028,0.273126981,0.482876321
au04,11299,49825.47528,362.43472,41858.02051,0.373257423,0.0032036,2.114953948,5.671361488,10.39463845,16.3957461,23.9457512,33.14874009,44.18441028,57.44116974,73.78933577,100,0.025306651,0.275503396,0.478816325,0.001477513,0.004203022,0.004699589,0.022410779,0.267265624,0.4696053,0.028202523,0.283741168,0.48802735
au08,9290,71939.11186,644.36401,59543.87946,0.391414428,0.00435279,1.830616567,5.154939557,9.751271119,15.68085351,23.11579549,32.19685519,42.98909698,55.93572457,71.98053541,100,0.050164468,0.28233105,0.482728582,0.00226472,0.004670179,0.005184452,0.045725699,0.273177667,0.472567242,0.054603237,0.291484433,0.492889922
au10,17920,75310.30496,489.27262,62364.65428,0.386300884,0.0035704,1.968451878,5.331095237,9.924218112,15.82826734,23.25958917,32.34125149,43.25775159,56.33257319,72.69739825,100,0.031143611,0.282461347,0.483647873,0.001297613,0.003363049,0.003733091,0.028600336,0.275869893,0.476331148,0.033686886,0.289052801,0.490964598
au14,14046,89330.76357,877.02917,72193.11168,0.390353417,0.00525421,2.007190393,5.428885872,10.02105856,15.88789766,23.20946498,32.16611707,42.91139564,55.88078385,71.88387937,100,0.033567664,0.286353241,0.495872136,0.001519742,0.003814313,0.004218702,0.030589024,0.278877324,0.487603632,0.036546304,0.293829158,0.50414064
au16,17690,90421.90217,589.86829,74073.21268,0.384580089,0.00376022,2.040020742,5.444574049,10.05774692,15.98881905,23.42055587,32.43065464,43.24939294,56.36206391,72.7813906,100,0.032263176,0.281424721,0.48708427,0.001328521,0.003381064,0.003758038,0.029659324,0.274797958,0.479718651,0.034867028,0.288051484,0.494449889
au18,13966,95074.49168,830.61494,77390.35861,0.387135398,0.00539674,1.973167936,5.351932782,10.00841557,15.98303282,23.40028114,32.37907401,43.18550162,56.27060294,72.39999876,100,0.035364209,0.277239779,0.490094945,0.001562887,0.003787816,0.004230082,0.032301006,0.269815796,0.481804137,0.038427412,0.284663762,0.498385753
au20,14863,99685.74356,659.37113,82123.62988,0.381342461,0.00339548,1.957673138,5.381450692,10.10098218,16.11911823,23.6038653,32.67114232,43.61824683,56.80639153,73.07427231,100,0.035395949,0.273214978,0.48547865,0.001515647,0.003655123,0.004099525,0.032425335,0.266051069,0.477443729,0.038366563,0.280378887,0.493513571
be85,6446,15858.71901,106.05941,14576.13922,0.286074374,0.0025447,3.242624417,8.099152751,14.11304275,21.31825518,29.78645573,39.5867241,50.81027708,63.63508047,78.78777576,100,0.009152963,0.159013342,0.418088737,0.001186148,0.004554767,0.006143523,0.006828155,0.150086162,0.406047654,0.011477771,0.167940522,0.43012982
be88,3751,17261.86496,165.37982,15617.29202,0.29476604,0.00424844,3.084454532,7.741184351,13.67635126,20.85063341,29.26693593,39.0747112,50.26145183,63.1041783,78.25413179,100,0.00785121,0.185283314,0.415499708,0.001441064,0.006343777,0.008046448,0.005026777,0.172849739,0.39972896,0.010675643,0.197716889,0.431270456
be92,3779,19908.40652,174.3568,18205.30163,0.291139424,0.00340299,3.158510801,7.856073717,13.69463445,20.8783618,29.3568674,39.24230443,50.51331487,63.35058027,78.71524577,100,0.006746492,0.177429278,0.416411204,0.001331621,0.006214566,0.008019111,0.004136563,0.165248952,0.400694035,0.009356421,0.189609604,0.432128373
be95,2627,23411.99898,321.65031,19930.34151,0.344321949,0.00620628,2.631010323,6.692763055,11.84579426,18.16362614,25.81852786,35.05325984,46.14473057,59.45159165,75.44015077,100,0.015362315,0.234533691,0.472934753,0.002399587,0.008266766,0.009740983,0.010659211,0.218331128,0.453842778,0.020065419,0.250736254,0.492026728
be97,4615,23841.09541,210.46406,20655.47431,0.321309979,0.00355034,2.795462688,7.133298436,12.57909074,19.18532192,27.04339629,36.53065071,47.82613039,61.36780383,77.46296104,100,0.013785699,0.209185077,0.461017926,0.001716383,0.005987106,0.007337704,0.01042165,0.197450565,0.44663629,0.017149748,0.220919589,0.475399562
be00,2080,27802.47982,1418.1503,20674.31954,0.400580857,0.04133137,2.628322488,6.465888827,11.08733475,16.58566668,23.25768022,31.45704899,41.62404312,53.93831649,69.27724713,100,0.012067163,0.298375014,0.54232913,0.002394058,0.010032336,0.010923868,0.007374896,0.278711996,0.520918743,0.01675943,0.318038032,0.563739517
be03,5092,26852.56768,245.27695,22542.93072,0.332165593,0.00336065,2.815677777,7.108493176,12.44224754,18.8824067,26.55615136,35.71080163,46.84826358,60.19204518,76.30539244,100,0.016018677,0.219709064,0.473209704,0.001759392,0.005802405,0.006996833,0.012570333,0.208336558,0.459496163,0.019467021,0.23108157,0.486923245
be04,4961,29436.69888,1043.5307,23368,0.364110895,0.02254121,2.849338033,6.870706853,11.92554027,18.04228774,25.2820562,33.98994351,44.49921085,57.07864584,72.49784083,100,0.009141431,0.245774407,0.504641375,0.001351227,0.006112718,0.007098502,0.006493075,0.2337937,0.490728568,0.011789787,0.257755114,0.518554182
be05,5844,30257.0887,564.39042,24529.99903,0.355984482,0.01347007,2.725862497,6.766564365,11.83744594,18.00275975,25.42593492,34.34667287,45.19125231,58.09397895,73.82854928,100,0.013967669,0.245036133,0.492093616,0.001535156,0.005626302,0.006539742,0.010958819,0.234008784,0.479275958,0.016976519,0.256063482,0.504911274
be06,6327,31032.17321,285.69532,25691.61141,0.348538821,0.0038215,2.692383962,6.674340641,11.73593871,18.02209701,25.58044523,34.73029189,45.73871428,58.97155389,75.0141022,100,0.014339651,0.246910463,0.480736272,0.001494631,0.005421184,0.006281285,0.011410228,0.236285138,0.468425179,0.017269074,0.257535788,0.493047365
be07,6287,32119.76464,361.0922,26235.09977,0.352817904,0.00557288,2.758820963,6.738845125,11.76777137,18.03776749,25.50703716,34.44202193,45.31630653,58.42304311,74.42184645,100,0.011929258,0.248398182,0.49019527,0.001369238,0.005449371,0.006304705,0.0092456,0.237717611,0.477838276,0.014612916,0.259078753,0.502552264
be08,6114,33773.67839,292.68913,28331.28003,0.33859629,0.00344478,2.943968887,7.018468653,12.15066919,18.40324639,26.00931915,35.27854216,46.48978776,59.70108996,75.75210188,100,0.007821357,0.237063547,0.476541843,0.001126609,0.005438935,0.006387469,0.005613244,0.226403431,0.464022634,0.01002947,0.247723663,0.489061052
be09,6124,33939.19283,294.73547,27813.5,0.341112251,0.00315757,2.912395116,7.007933771,12.12738583,18.40072253,25.92434394,35.0379602,46.16031308,59.4244267,75.58700811,100,0.01168951,0.240901883,0.484317339,0.001373496,0.005464513,0.006386144,0.008997508,0.230191634,0.471800727,0.014381512,0.251612132,0.496833951
be10,5897,34604.39441,389.45243,28565.85,0.343442799,0.0054874,2.868597692,6.927788925,11.95897276,18.20711403,25.78030569,34.86289352,45.98275374,59.33392329,75.61212531,100,0.012320484,0.248895686,0.483075878,0.001436502,0.005630452,0.00650737,0.009504991,0.237860203,0.470321667,0.015135977,0.259931169,0.495830089
be11,5798,34907.13255,320.24925,28784.34963,0.346509307,0.00371064,2.777303393,6.853316441,11.87119266,18.05994141,25.57166453,34.68773762,45.74741797,59.06582554,75.37174329,100,0.018063666,0.247816669,0.484237138,0.001749063,0.005670065,0.00656319,0.014635565,0.236703547,0.471373522,0.021491767,0.258929791,0.497100754
be12,6145,37294.06203,348.43237,30998.4904,0.345137415,0.00398897,2.801103312,6.791420417,11.7924074,18.04146456,25.60614918,34.77010189,45.86277791,59.33033712,75.65333734,100,0.011033777,0.249728042,0.479714004,0.001332576,0.005521818,0.006373109,0.008421977,0.238905478,0.467222941,0.013645577,0.260550606,0.492205067
be13,6011,37409.93894,315.35042,31087.54,0.338933974,0.00342668,2.870358534,6.949132646,12.07567385,18.33526363,25.92405679,35.07257968,46.23554495,59.78994857,76.19895353,100,0.010559285,0.238577959,0.478717531,0.001318374,0.005497364,0.006443219,0.007975319,0.227803323,0.466089055,0.013143251,0.249352595,0.491346007
be14,5991,37550.84669,314.83791,31448.56053,0.335540576,0.00311788,2.927987783,7.054273561,12.20814343,18.51224559,26.1474943,35.39216439,46.56242552,60.01178559,76.30684095,100,0.010982437,0.236534964,0.476393601,0.001346486,0.005490256,0.006452615,0.008343374,0.22577426,0.463746707,0.0136215,0.247295668,0.489040495
be15,5886,38618.40407,373.08887,31711.8,0.345529875,0.00410554,2.899886285,6.938542607,11.94595365,18.11333796,25.58870238,34.63925807,45.61577231,59.04473533,75.51803025,100,0.010343718,0.248148183,0.486628913,0.001318774,0.005630041,0.006514852,0.007758968,0.237113506,0.473860038,0.012928468,0.25918286,0.499397788
be16,6033,38860.26844,363.79544,32290.12,0.339940128,0.00402417,2.929193035,7.018943444,12.11848984,18.42764455,26.01975571,35.22551983,46.25101535,59.51429078,75.66784391,100,0.009904511,0.240147037,0.481073318,0.001274936,0.005499671,0.00643268,0.007405682,0.229367879,0.468465496,0.01240334,0.250926195,0.49368114
be17,5926,39994.42089,344.41787,33335.46,0.339358925,0.00340611,2.891055973,6.922441293,11.99835746,18.27073039,25.91110971,35.09361155,46.22750754,59.76096289,76.14586706,100,0.009839437,0.244776795,0.475351779,0.001282204,0.005585242,0.006487253,0.007326363,0.233829923,0.462636997,0.012352511,0.255723667,0.488066561
be18,6774,42094.85087,378.29796,34864.70143,0.339507057,0.00356559,2.928089735,7.030382148,12.13177182,18.42275804,25.99343953,35.14096168,46.31460552,59.6596137,75.83805184,100,0.011661752,0.243508761,0.483358035,0.001304404,0.005214788,0.00607165,0.009105167,0.233287964,0.47145782,0.014218337,0.253729558,0.49525825
be19,7069,43884.25874,385.74584,35967.46998,0.346365533,0.00367826,2.869271046,6.895035973,11.91062891,18.1055256,25.58942682,34.63603355,45.72300095,59.10242838,75.34717587,100,0.010985017,0.251829312,0.486335079,0.001239718,0.005162672,0.005944684,0.008555215,0.241710662,0.474683713,0.013414819,0.261947962,0.497986445
be20,7523,44306.72089,356.92784,37255.69895,0.332817489,0.00354348,2.91820668,7.099338319,12.3254577,18.71939914,26.45498544,35.67976869,46.8790056,60.29983183,76.30310928,100,0.011882199,0.231830767,0.471513958,0.001249273,0.004865399,0.005755307,0.00943367,0.22229476,0.460233763,0.014330728,0.241366774,0.482794153
be21,6715,47265.23318,398.45661,39315.03852,0.339746571,0.00362056,2.93312711,7.016353038,12.07601594,18.29483826,25.83263368,35.07302272,46.32969596,59.7610831,75.96692435,100,0.010745906,0.24406189,0.480054559,0.001258208,0.005241675,0.006096789,0.008279864,0.233788396,0.468105072,0.013211948,0.254335384,0.492004046
bg07,4259,10202.47767,143.09887,7812.912818,0.423036168,0.00652941,1.800800894,4.691348168,8.781504099,14.17520908,21.02160533,29.52667332,40.1244283,53.1581659,69.84199846,100,0.060379959,0.320019639,0.521195793,0.003649797,0.007147969,0.007654655,0.053226488,0.306009877,0.506192945,0.06753343,0.334029401,0.536198641
bg08,5560,12270.46307,129.81608,9992.964617,0.40013429,0.00428992,1.842743257,4.840250852,9.105791918,14.7366619,21.98285488,31.03585682,42.05649552,55.52933061,72.41469899,100,0.056648766,0.305736114,0.491982126,0.003100234,0.006178716,0.00670466,0.050572418,0.293626052,0.478841234,0.062725114,0.317846176,0.505123018
bg09,6145,13202.92184,141.41685,10769.61289,0.3945317,0.00551371,1.842638989,4.968181252,9.443810287,15.27182099,22.6170946,31.62745208,42.55339418,55.79763658,72.4932654,100,0.062360137,0.289188909,0.493425749,0.003084684,0.005783716,0.006377809,0.056314268,0.277853034,0.480925473,0.068406006,0.300524784,0.505926025
bg10,6525,11757.2591,117.34249,9463.725588,0.395398515,0.00443628,1.876419524,4.97885616,9.460541992,15.28915134,22.56148297,31.51234012,42.33775537,55.64113724,72.46793095,100,0.053248691,0.286489301,0.497058595,0.002779599,0.005597114,0.006189737,0.047800777,0.275519158,0.484926932,0.058696605,0.297459444,0.509190258
bg11,5652,12038.34171,137.66523,9604.797605,0.402327089,0.00515783,1.853912487,4.991915571,9.422191178,15.08949344,22.2642245,31.11718571,41.83441304,54.91619454,71.55628109,100,0.054260509,0.299116761,0.501816374,0.003013191,0.006090348,0.00665068,0.048354764,0.287179898,0.48878128,0.060166254,0.311053624,0.514851468
bg12,4885,12567.44243,165.22926,9737.10684,0.413735186,0.00654814,1.890479574,5.015264945,9.40030777,14.93982753,21.88324237,30.43785438,40.74648864,53.46512078,69.99852737,100,0.051034213,0.30212651,0.515814384,0.003148645,0.006569775,0.007150236,0.044862982,0.289249988,0.501800179,0.057205444,0.315003032,0.529828589
bg13,4892,13876.33584,174.72794,10986.80446,0.399925025,0.00591947,1.999575702,5.300051732,9.808156661,15.54211796,22.73559218,31.45200309,41.89995738,54.64172727,71.08944662,100,0.040681489,0.289612069,0.504893842,0.002824468,0.006485043,0.007148353,0.035145634,0.276901617,0.490883328,0.046217344,0.302322521,0.518904356
bg14,4886,13740.54608,191.92392,10459.93173,0.428914811,0.00641488,1.807976678,4.730388903,8.78048956,14.10399158,20.85255834,29.28689718,39.5577037,52.29552195,69.00405093,100,0.054066555,0.32384215,0.525617895,0.003235325,0.006694436,0.007143688,0.047725435,0.310721296,0.511616523,0.060407675,0.336963004,0.539619267
bg15,7189,12945.97097,148.8032,9688.388196,0.428313213,0.00730825,1.79267655,4.723247201,8.746359777,14.09016203,20.83475187,29.2164315,39.64133971,52.50864948,69.22460276,100,0.049879278,0.325566289,0.53079851,0.002567528,0.005526563,0.005885865,0.044847015,0.314734425,0.519262427,0.054911541,0.336398153,0.542334593
bg16,7289,15149.7825,212.97424,10768.65457,0.458183477,0.00751138,1.655378248,4.353577241,8.138958509,13.13573651,19.46520057,27.39816938,37.32172763,49.77222836,65.9830886,100,0.067304668,0.351263442,0.555801077,0.002934665,0.00559135,0.005819886,0.06155283,0.340304597,0.54439431,0.073056506,0.362222287,0.567207844
bg17,7198,15197.82734,231.6222,10816.37626,0.456215691,0.00965511,1.813575405,4.590850054,8.384220694,13.39684738,19.76467658,27.67537695,37.44633654,49.74703669,65.62734943,100,0.054346598,0.347491769,0.557515514,0.00267206,0.005612539,0.005854254,0.049109456,0.336491396,0.546041386,0.05958374,0.358492142,0.568989642
bg18,7311,17879.17233,288.8234,12213.97124,0.473938968,0.00998064,1.665461949,4.263440016,7.800015436,12.53735494,18.59678795,26.27351226,35.93219877,48.21050433,64.49530193,100,0.068900593,0.371007272,0.568801968,0.002962246,0.005649703,0.005792026,0.063094698,0.359934057,0.557449805,0.074706488,0.382080487,0.580154131
bg19,7262,18819.6214,263.80037,13274.99265,0.463587198,0.00839698,1.67836899,4.267572635,7.802759037,12.59113715,18.83567867,26.76940169,36.7584176,49.43598162,66.1592343,100,0.067720665,0.365931607,0.552957585,0.00294853,0.005652491,0.005834346,0.061941653,0.354852928,0.541522478,0.073499677,0.377010286,0.564392692
bg20,7515,21350.57041,342.15606,15095.82077,0.460060081,0.01063002,1.837563815,4.517462122,8.189602997,13.11229262,19.47292897,27.3261594,37.04016681,49.3830999,65.63174631,100,0.05385948,0.357555755,0.561094014,0.002604021,0.005528727,0.00572452,0.048755694,0.34671965,0.549874161,0.058963266,0.36839186,0.572313867
bg21,7664,21555.15821,253.7499,15725.85046,0.450845132,0.00533189,1.845903857,4.3876022,7.947105464,12.92130506,19.34184749,27.42942715,37.55080485,50.53553973,67.80729791,100,0.035126546,0.35363052,0.545667906,0.002102932,0.005461193,0.005687523,0.031004876,0.342926778,0.534520566,0.039248216,0.364334262,0.556815246
bg22,7980,25459.54271,308.52278,18106.69044,0.438044939,0.00612862,2.12249047,5.188707707,9.057648401,14.07262187,20.42133102,28.44613916,38.41560194,51.04345152,67.77536882,100,0.031870136,0.349852277,0.547128285,0.001966334,0.00533884,0.005572252,0.028016192,0.339388342,0.536206872,0.03572408,0.360316212,0.558049698
br81,102905,1.93278e-07,8.356e-10,1.1058e-07,0.53430684,0.0015057,1.26059196,3.443388253,6.458185228,10.45626864,15.51915372,22.03263385,30.45597676,41.78195591,58.71270773,100,0.10195622,0.447720668,0.633151863,0.000943273,0.001550118,0.001502377,0.100107439,0.444682493,0.630207259,0.103805001,0.450758843,0.636096467
br82,110903,3.84501e-07,1.692e-09,2.18182e-07,0.538101213,0.00162727,1.245547718,3.398250416,6.372512282,10.29318066,15.3106143,21.73807591,30.10833828,41.40782503,58.43581527,100,0.108042517,0.450654387,0.636239136,0.000932176,0.001494077,0.001444596,0.106215486,0.44772605,0.633407779,0.109869548,0.453582724,0.639070493
br83,112821,7.91772e-07,3.542e-09,4.36364e-07,0.542078292,0.00164853,1.264520201,3.404256025,6.319996117,10.19113629,15.10981443,21.42123397,29.70014397,41.01000227,58.06006966,100,0.114462529,0.458154258,0.63646055,0.000947851,0.001483367,0.001432078,0.112604775,0.455246911,0.63365373,0.116320283,0.461061605,0.63926737
