Country,N,Mean,Mean_SE,median,Gini,Gini_SE,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,HC_20,HC_50,HC_80,HC_SE_20,HC_SE_50,HC_SE_80,CI_lower_20,CI_lower_50,CI_lower_80,CI_upper_20,CI_upper_50,CI_upper_80
ca06,27356,55242.54676,286.68755,45865,0.375629505,0.00324319,1.907900666,5.479636733,10.41117709,16.6368981,24.18069916,33.26905568,44.06764741,57.04540228,73.19232894,100,0.047682848,0.254786681,0.480497102,0.001288385,0.002634525,0.003020738,0.04515766,0.249623106,0.474576564,0.050208036,0.259950256,0.48641764
ca07,26719,58476.26816,320.48581,48185,0.376896344,0.00324389,1.878419329,5.463015185,10.42346671,16.63235823,24.16051783,33.19399713,43.96961908,56.91283097,73.0398861,100,0.049110822,0.253002395,0.483937996,0.001322037,0.002659572,0.003057283,0.046519678,0.247789729,0.477945831,0.051701966,0.258215061,0.489930161
ca08,25118,60427.58339,327.03417,49920,0.380136184,0.00361645,1.839606942,5.346817149,10.22269252,16.38619089,23.89048978,32.9412663,43.7672199,56.75040106,72.8994132,100,0.051244773,0.260507664,0.484527181,0.001391263,0.002769393,0.00315333,0.048517947,0.255079754,0.478346768,0.053971599,0.265935574,0.490707594
ca09,25664,60732.34448,303.91753,50205,0.378332077,0.00314744,1.859013538,5.39362871,10.29880172,16.45131994,23.96516267,33.03296603,43.83272053,56.87790517,73.07988576,100,0.048993822,0.25728652,0.483389179,0.001347411,0.002728708,0.003119378,0.046352945,0.251938351,0.47727531,0.051634699,0.262634689,0.489503048
ca10,24996,62494.71123,321.36901,51195,0.376946611,0.0033812,1.882226255,5.454216114,10.39381988,16.58943815,24.10329619,33.12979356,43.94012331,56.97599655,73.13506728,100,0.047097711,0.255227821,0.485319443,0.001339951,0.002757658,0.003161167,0.044471456,0.24982291,0.479123669,0.049723966,0.260632732,0.491515217
ca11,24213,64558.95605,319.68098,53335,0.375311419,0.00294089,1.845185011,5.404526086,10.34444089,16.55068204,24.09325317,33.17079252,44.01226886,57.15662451,73.54636328,100,0.051254288,0.254846303,0.482041074,0.00141715,0.002800514,0.003211185,0.048476726,0.249357396,0.475747266,0.05403185,0.26033521,0.488334882
ca12,24289,66482.15558,329.57365,54960,0.375338962,0.00286662,1.885845492,5.464130403,10.37848271,16.56147209,24.10333089,33.16169712,43.9747861,57.08593958,73.4479731,100,0.050479348,0.256697771,0.483597083,0.001404767,0.00280278,0.003206501,0.047726056,0.251204424,0.477312457,0.05323264,0.262191118,0.489881709
ca13,22997,68275.62504,342.7754,55747.14636,0.380480448,0.00287373,1.801778561,5.317958536,10.18088107,16.28137304,23.72494216,32.72249979,43.52512696,56.61750571,73.2432736,100,0.050486828,0.260892896,0.488479928,0.00144379,0.002895671,0.003296242,0.047657052,0.255217485,0.482019412,0.053316604,0.266568307,0.494940444
ca14,23416,69975.89661,354.36517,58335,0.374813621,0.0030454,1.847998945,5.414063454,10.34790016,16.53827087,24.14475704,33.25754117,44.13717548,57.20212633,73.50328999,100,0.048481778,0.254691411,0.477089311,0.001403594,0.002847206,0.003264053,0.045730785,0.24911099,0.470691884,0.051232771,0.260271832,0.483486738
ca15,25804,71171.11497,346.51854,58835,0.383934441,0.00279566,1.711372509,5.130857562,9.88900742,15.95327326,23.45810032,32.54198466,43.43486136,56.62022339,73.11422229,100,0.05719743,0.269525735,0.482711346,0.001445623,0.002762225,0.003110761,0.054364061,0.264111873,0.476614366,0.060030799,0.274939597,0.488808326
ca16,26645,71555.61168,329.97862,59475,0.375700747,0.00274296,1.799132743,5.310379337,10.19078292,16.35340747,23.93885362,33.09695451,44.05049386,57.26097672,73.76116291,100,0.052398624,0.259385269,0.479046007,0.001365101,0.002685103,0.003060416,0.049723074,0.254122564,0.473047702,0.055074174,0.264647974,0.485044312
ca17,39714,75238.9518,290.20011,62690,0.377766201,0.00227863,1.848150871,5.311461826,10.13074844,16.30575617,23.90944992,33.01953079,43.86273259,57.01619343,73.45634488,100,0.048602329,0.263943532,0.477686,0.001079041,0.002211766,0.002506486,0.046487448,0.259608549,0.472773378,0.05071721,0.268278515,0.482598622
ca18,40828,77189.21247,288.72573,64430,0.374299283,0.00225081,1.850645195,5.386071349,10.29840336,16.5229912,24.1308327,33.23983505,44.11521234,57.24160575,73.70093755,100,0.0484038,0.256188885,0.477873975,0.001062153,0.002160391,0.002472096,0.046322019,0.251954596,0.473028756,0.050485581,0.260423174,0.482719194
ca19,31638,78656.78487,330.27306,65785.80908,0.373169539,0.00248166,1.94388346,5.480394044,10.3485335,16.52152145,24.13790821,33.25983983,44.123818,57.27493916,73.82843638,100,0.042555707,0.261397216,0.475880398,0.001134831,0.00247031,0.002807758,0.040331479,0.256555498,0.470377294,0.044779935,0.266238934,0.481383502
ca20,53858,83554.87046,263.98829,70310,0.361135782,0.00200239,2.157232731,5.904908235,10.95145033,17.30878504,25.03671762,34.2043763,45.06366544,58.04881443,74.2612176,100,0.033876564,0.245784875,0.469889632,0.000779544,0.00185524,0.002150582,0.032348685,0.242148672,0.465674569,0.035404443,0.249421078,0.474104695
ca21,39191,86444.27635,327.6668,72785,0.362877208,0.00226365,2.155039689,5.892022016,10.91913172,17.27939341,24.98473722,34.15172836,44.99528591,57.92327687,73.96012517,100,0.030899813,0.249342141,0.471270743,0.000874116,0.002185374,0.002521499,0.029186577,0.245058887,0.466328696,0.032613049,0.253625395,0.47621279
ch82,6877,45024.76015,626.27333,36600,0.378254525,0.00693033,2.131752296,5.971373699,11.20476673,17.65948906,25.2502484,33.95766712,44.01255844,55.86478303,70.45230206,100,0.035458516,0.231491568,0.486875829,0.002230084,0.005086188,0.006027273,0.031087632,0.221522823,0.475062592,0.0398294,0.241460313,0.498689066
ch92,6110,68610.97267,851.71738,59029,0.33319466,0.00934039,2.694889746,7.161213348,12.8138896,19.59033687,27.58069444,36.77814334,47.25097372,59.4095918,74.27514981,100,0.021749932,0.191464291,0.450288793,0.001866093,0.005033533,0.00636491,0.018092457,0.181598748,0.437813799,0.025407407,0.201329834,0.462763787
ch00,3630,73623.67086,1015.1347,64317.84082,0.31945757,0.00721232,2.854920427,7.368826309,13.14753183,20.18048867,28.34428278,37.6537485,48.30363184,60.70131846,75.50772804,100,0.013714092,0.184658597,0.436375207,0.00193033,0.006440227,0.008231363,0.009930714,0.172035983,0.420242032,0.01749747,0.197281211,0.452508382
ch02,3710,77015.41599,807.62115,68398.92072,0.307914996,0.00531338,2.761090368,7.269730025,13.29845734,20.4911346,28.79467594,38.31946632,49.2304377,61.87125997,77.03794447,100,0.012870049,0.180674425,0.423389504,0.001850505,0.006316691,0.008111933,0.009243125,0.168293938,0.407490407,0.016496973,0.193054912,0.439288601
ch04,3245,73837.56908,787.70082,65367.04822,0.301312098,0.00519305,2.802815738,7.566995671,13.65128682,20.86756437,29.13408658,38.66431144,49.69283904,62.36930069,77.48966315,100,0.017643436,0.166653176,0.428068691,0.0023111,0.006542027,0.00868603,0.013113762,0.153831038,0.411044385,0.02217311,0.179475314,0.445092997
ch06,6592,83191.98226,928.65585,71929.85645,0.33828239,0.00537063,2.536594659,6.754326237,12.22243671,18.92948435,26.9317407,36.23871274,46.97690141,59.46633049,74.66539884,100,0.022113859,0.208028314,0.450902018,0.001811206,0.00499928,0.006128545,0.018563961,0.198229905,0.43889029,0.025663757,0.217826723,0.462913746
ch07,6766,85364.14859,921.37759,71809.4707,0.351845977,0.00503304,2.411674892,6.515392032,11.86901732,18.39224186,26.17087664,35.28128712,45.87062453,58.27495277,73.51814748,100,0.025106093,0.218085403,0.468402375,0.001901964,0.005020269,0.006066456,0.021378312,0.208245857,0.456512339,0.028833874,0.227924949,0.480292411
ch08,7355,87459.1164,824.92327,74419.52972,0.351552842,0.00422718,2.361006878,6.390028776,11.74276071,18.29661132,26.14015897,35.2999947,45.94201186,58.39668545,73.72430386,100,0.026664931,0.220176814,0.461662977,0.001878495,0.004831617,0.005812973,0.022983148,0.210707018,0.450269759,0.030346714,0.22964661,0.473056195
ch09,7507,86707.28288,792.47676,74320.86819,0.345234746,0.00476748,2.511212727,6.578926327,11.97084596,18.58355115,26.48790893,35.72175481,46.39934786,58.90936218,74.17936246,100,0.021490967,0.219806114,0.456384946,0.001673698,0.00477956,0.005748813,0.018210578,0.210438348,0.445117479,0.024771356,0.22917388,0.467652413
ch10,7487,87459.30571,834.81252,74304.67208,0.346239119,0.00492187,2.49748696,6.566625855,11.94177577,18.52032861,26.3245228,35.5308961,46.26163429,58.95486358,74.25599372,100,0.021406298,0.218437091,0.467192077,0.0016727,0.004775196,0.00576606,0.018127866,0.209077878,0.455890807,0.02468473,0.227796304,0.478493347
ch11,7522,89031.50515,726.6347,76696,0.34098612,0.00367582,2.485381334,6.594718263,12.00370906,18.61260727,26.51648471,35.79708667,46.60873033,59.40735481,74.99731597,100,0.022223349,0.218154682,0.45777442,0.001699644,0.004761853,0.005744459,0.018892108,0.208821621,0.446515488,0.02555459,0.227487743,0.469033352
ch12,7338,91085.71617,803.35892,78070.11409,0.341311701,0.00470871,2.559750488,6.667796533,12.02419755,18.61058082,26.50289177,35.79421204,46.66639483,59.37902694,74.83132377,100,0.020040222,0.219978191,0.456924722,0.001635937,0.004835644,0.005815184,0.016833845,0.210500503,0.44552717,0.023246599,0.229455879,0.468322274
ch13,6782,86594.16611,807.53838,72028.09375,0.346396822,0.00515487,2.592223068,6.759502828,12.17953926,18.70664498,26.44624396,35.44076251,46.07036455,58.62666737,73.88983178,100,0.019049337,0.213397367,0.469435471,0.00165991,0.004975003,0.006060077,0.015795973,0.203646541,0.457557938,0.022302701,0.223148193,0.481313004
ch14,7461,86763.16782,796.70162,72245.2832,0.350850955,0.00435068,2.568643729,6.601333785,11.92777189,18.40181663,26.07145124,35.12391062,45.74889914,58.3589098,73.79597145,100,0.018223194,0.223153606,0.477214308,0.001548532,0.004820266,0.005782559,0.015188128,0.213706058,0.465880701,0.02125826,0.232601154,0.488547915
ch15,7753,85163.57182,811.08195,71473.42969,0.34885512,0.00668844,2.555013701,6.615915919,11.94754323,18.44532757,26.21432427,35.32506653,45.95646124,58.51434451,74.04559603,100,0.021824862,0.22267939,0.467339187,0.001659393,0.004725037,0.005666392,0.018572512,0.213418488,0.456233264,0.025077212,0.231940292,0.47844511
ch16,8111,86015.83733,873.76753,71416.06006,0.353623292,0.00594443,2.485115,6.551068168,11.84430894,18.26680152,25.94118138,34.95683658,45.56882234,58.15892798,73.61200744,100,0.023663681,0.22396698,0.476356528,0.001687733,0.004629082,0.005545577,0.020355786,0.214894146,0.465487398,0.026971576,0.233039814,0.487225658
ch17,6675,86862.8474,858.68425,72201.14813,0.351583125,0.00591353,2.560969293,6.631257217,11.89183593,18.31786166,25.99526075,35.04840056,45.68867383,58.31569332,73.8506033,100,0.021503198,0.228932857,0.475719679,0.001775438,0.005142503,0.006112681,0.018023403,0.218853737,0.463739045,0.024982993,0.239011977,0.487700313
ch18,7333,86122.86208,1081.3326,71657.69922,0.357741296,0.00866727,2.463054504,6.406354791,11.61608971,18.01847062,25.64929452,34.66696928,45.29083676,57.92936762,73.43332503,100,0.023861104,0.231530968,0.478039323,0.001782216,0.004925801,0.00583324,0.020368026,0.221876575,0.466606382,0.027354182,0.241185361,0.489472264
ch19,8144,88489.89022,993.26042,73449.40039,0.361271144,0.0074706,2.480795271,6.424030998,11.53903371,17.8769315,25.50391207,34.50262092,45.04864698,57.54571626,72.95981957,100,0.02124017,0.241353903,0.475126063,0.001597711,0.004741633,0.005533667,0.018108714,0.232060474,0.464280274,0.024371626,0.250647332,0.485971852
ci02,10336,1397234.444,27306.619,726000,0.584297698,0.00872302,0.702954401,2.42465536,5.036663716,8.602774736,13.23075018,19.16546957,27.01546168,37.68632012,53.79250785,100,0.183115695,0.478103014,0.657789926,0.00380423,0.004913341,0.004666742,0.17565954,0.468473043,0.648643281,0.19057185,0.487732985,0.666936571
ci08,12263,2017148.609,58767.274,1090525,0.576536535,0.01474555,0.843879831,2.73601468,5.510287206,9.242261014,14.04092464,20.1014179,27.958225,38.52923827,54.02067695,100,0.162901918,0.468354506,0.658979588,0.00333467,0.004506092,0.004280828,0.156366084,0.459522728,0.650589319,0.169437752,0.477186284,0.667369857
ci15,11931,1698699.585,32986.607,905733.3052,0.58012679,0.0081462,0.680279393,2.394911105,5.029632123,8.668289235,13.38334257,19.48635182,27.45756603,38.40772949,54.40843356,100,0.177494338,0.476714337,0.652522185,0.003498028,0.004572567,0.00435936,0.170638329,0.46775227,0.643977996,0.184350347,0.485676404,0.661066374
cl90,25534,1212222.475,11283.6,720000,0.518868601,0.0044429,1.32095488,3.865020706,7.184474235,11.46857684,16.83394277,23.5159987,32.03077503,43.06071883,59.08044889,100,0.093962302,0.420021385,0.625638952,0.001825957,0.003088746,0.003028641,0.090383492,0.413967553,0.619702925,0.097541112,0.426075217,0.631574979
cl92,35644,1995627.342,16204.394,1182000,0.523164081,0.00393444,1.359435564,3.847428688,7.183013114,11.44183243,16.72097446,23.30112021,31.65316354,42.67524477,58.57541633,100,0.097023048,0.427967178,0.635153888,0.001567771,0.002620731,0.002549771,0.093950274,0.422830639,0.630156429,0.100095822,0.433103717,0.640151347
cl94,44848,2821377.827,31894.769,1670760,0.526626904,0.0061368,1.195736857,3.521049404,6.698661519,10.85252449,16.12737305,22.82173367,31.38609124,42.7053031,59.17115496,100,0.116529799,0.428070027,0.623930154,0.001515106,0.002336454,0.00228734,0.113560247,0.423490661,0.61944705,0.119499351,0.432649393,0.628413258
cl96,33462,3663510.098,28042.67,2220000,0.518137361,0.00623885,1.220004068,3.599892098,6.893949542,11.22477972,16.64528907,23.401108,32.07247942,43.45106071,59.85049268,100,0.108419982,0.414469643,0.620068154,0.001699648,0.002693054,0.002653363,0.105088734,0.409191353,0.614867659,0.11175123,0.419747933,0.625268649
cl98,47800,4351846.626,32679.593,2627316,0.519704132,0.00461641,1.253668204,3.642322294,6.915247057,11.20982768,16.64008367,23.43976823,31.9749531,43.16277666,59.42304123,100,0.107162912,0.412972191,0.622325124,0.001414798,0.002252038,0.00221745,0.104389959,0.408558277,0.617979003,0.109935865,0.417386105,0.626671245
cl00,64547,4906484.058,32587.139,2880000,0.531068875,0.00814198,1.219253018,3.616566404,6.909197554,11.14558095,16.38679436,22.95425771,31.15209605,42.01573902,57.64506899,100,0.10986503,0.430970373,0.643179238,0.001230891,0.001949185,0.001885615,0.107452528,0.42715004,0.6394835,0.112277532,0.434790706,0.646874976
cl03,67683,5185480.327,35707.562,3132000,0.517014293,0.00479396,1.281900502,3.742740162,7.094144444,11.43758991,16.88589494,23.68219821,32.22512353,43.37173678,59.55208249,100,0.105767216,0.413168051,0.622901182,0.001182119,0.001892694,0.001862934,0.103450306,0.409458439,0.619249899,0.108084126,0.416877663,0.626552465
cl06,73317,6001548.281,29825.304,3840000,0.495249107,0.00355073,1.363017556,3.940012002,7.50671124,12.11738372,17.88765397,25.06195189,33.97904311,45.48496538,61.86414519,100,0.100753311,0.38592116,0.604302184,0.001111647,0.001797873,0.001805954,0.098574524,0.382397394,0.60076258,0.102932098,0.389444926,0.607841788
cl09,70702,7041338.185,35110.905,4430009.438,0.498803464,0.00714077,1.401817062,4.090711465,7.652265078,12.23150501,17.91376726,24.90930612,33.66210981,44.94752219,60.9510756,100,0.088927419,0.386942462,0.611539315,0.00107048,0.001831715,0.001833031,0.086829317,0.383352366,0.60794664,0.091025521,0.390532558,0.61513199
cl11,58732,7517546.538,39726.282,4810673.375,0.489619219,0.00404552,1.415941749,4.182834805,7.825986463,12.5155736,18.35113923,25.513905,34.37323905,45.84199192,62.03671682,100,0.08706146,0.379542235,0.606394958,0.001163312,0.00200239,0.002015908,0.08478141,0.375617622,0.602443851,0.08934151,0.383466848,0.610346065
cl13,66408,9050952.95,46375.593,5894688,0.486856653,0.00357448,1.469593365,4.213711295,7.908872796,12.6179843,18.47109579,25.67996835,34.59769139,46.10846058,62.3544756,100,0.084722414,0.375824357,0.600932016,0.001080601,0.001879471,0.001900316,0.082604475,0.372140661,0.597207464,0.086840353,0.379508053,0.604656568
cl15,83574,10348010.79,46852.458,6819096,0.482166918,0.00253158,1.47948453,4.273346693,8.031387432,12.831803,18.7952858,26.07421505,35.06068049,46.57389933,62.53812765,100,0.078958493,0.370626977,0.594726727,0.000932832,0.001670656,0.001698232,0.077130176,0.367352552,0.591398253,0.08078681,0.373901402,0.598055201
cl17,70574,11412541.46,62032.172,7328040,0.488454089,0.00323596,1.457709648,4.232610855,7.930055151,12.62430312,18.45544971,25.6278869,34.52937691,45.94860273,62.00600008,100,0.08112677,0.376690025,0.602638912,0.00102775,0.001823987,0.001842039,0.079112417,0.373115076,0.599028581,0.083141123,0.380264974,0.606249243
cn02,17103,17828.32305,116.36271,13727,0.394777616,0.00281262,2.165429595,5.758789553,10.41952539,16.21692922,23.23251165,31.68701401,41.95777084,54.59666418,70.87683563,100,0.035256709,0.279314157,0.519220119,0.001410232,0.003430705,0.003820434,0.032492705,0.2725901,0.511732205,0.038020713,0.286038214,0.526708033
cn13,17803,60579.65466,404.74261,48666.69165,0.389688518,0.00364468,1.837595712,5.380324751,10.13116377,16.16592508,23.52335821,32.2920999,42.75213614,55.49052072,71.74455429,100,0.053664969,0.271183189,0.49719937,0.001688968,0.003331915,0.003747284,0.050354653,0.264652755,0.489854829,0.056975285,0.277713623,0.504543911
cn18,20307,94870.68137,606.35049,75098,0.40535704,0.00297645,1.587699834,4.846286306,9.434633539,15.30511085,22.5239353,31.20906011,41.62220844,54.36861123,70.84064978,100,0.068275294,0.28078164,0.504327318,0.001769916,0.003153493,0.003508576,0.064806322,0.274600908,0.497450636,0.071744266,0.286962372,0.511204
co01,63458,8397845.691,44104.442,5235840,0.511466679,0.00316826,0.891123679,3.205041889,6.794825483,11.26367621,16.79776521,23.85338009,32.75839765,44.43214721,61.12208379,100,0.123692581,0.404264631,0.596844678,0.001306944,0.001948123,0.001947259,0.121131018,0.40044638,0.593028121,0.126254144,0.408082882,0.600661235
co02,127644,9019955.424,40467.488,5372640,0.529036804,0.00312483,0.81300939,2.907663238,6.215609363,10.4953822,15.79124166,22.57206935,31.34793891,42.96765114,59.82598286,100,0.14952546,0.421300418,0.616850206,0.000998132,0.001382045,0.001360736,0.147569157,0.418591659,0.614183212,0.151481763,0.424009177,0.6195172
co03,131037,9471045.954,35563.545,5838720,0.509568075,0.00225669,0.899690367,3.145639475,6.67768961,11.2083733,16.7584863,23.82448728,32.90724362,44.78014961,61.70667328,100,0.129534514,0.408201674,0.596506219,0.000927623,0.001357773,0.00135528,0.127716406,0.405540487,0.59384992,0.131352622,0.410862861,0.599162518
co04,148570,10159243.47,35641.801,6136000,0.518077696,0.00205398,0.894042102,3.095227967,6.508414811,10.95746597,16.38103545,23.31977051,32.26064194,43.91681583,60.63194648,100,0.133547582,0.41675872,0.60513487,0.000882521,0.001279089,0.001268192,0.131817874,0.414251751,0.60264926,0.13527729,0.419265689,0.60762048
co05,150177,11477762.81,44988.668,6960000,0.518906281,0.00246658,0.944128493,3.215966374,6.689812981,11.0610265,16.45673053,23.37233272,32.20686801,43.72887506,60.25534404,100,0.122139755,0.414044234,0.607416715,0.000844967,0.001271025,0.001260107,0.120483651,0.411553071,0.60494695,0.123795859,0.416535397,0.60988648
co06,76807,11744961.26,54978.754,7283520,0.505650111,0.00261043,1.039670494,3.455293463,7.015292499,11.54152439,17.09127228,24.1776347,33.17997382,44.89505089,61.63752322,100,0.108513213,0.403572582,0.600788964,0.001122273,0.001770269,0.001767103,0.106313599,0.400102919,0.597325506,0.110712827,0.407042245,0.604252422
co07,214819,14061440.5,65161.018,8272176,0.538592848,0.00277131,0.788512642,2.82695749,5.985967808,10.12138804,15.32338894,22.01941964,30.66734964,42.19929281,58.80876083,100,0.146934731,0.437159036,0.621853821,0.000763866,0.001070228,0.001046255,0.145437582,0.435061428,0.619803198,0.14843188,0.439256644,0.623904444
co08,217971,14872874.46,61556.194,8981520,0.526805568,0.00247876,0.882577303,3.007118017,6.291448272,10.54071781,15.84865396,22.67076437,31.50041048,43.24522091,60.10210505,100,0.133428417,0.427977227,0.6132611,0.000728328,0.001059785,0.001043115,0.13200092,0.425900087,0.611216632,0.134855914,0.430054367,0.615305568
co09,218233,15159801.68,54274.357,9251264,0.515577193,0.00200201,0.949007214,3.203209377,6.646380217,11.06252612,16.53577675,23.48029855,32.43706491,44.21807306,60.93515307,100,0.131389994,0.412036808,0.609419701,0.000723158,0.001053617,0.001044367,0.12997263,0.409971756,0.607372779,0.132807358,0.41410186,0.611466623
co10,224123,16463442.36,49454.396,10020000,0.516534632,0.00190485,0.984020322,3.254144619,6.646269818,11.03244588,16.47174342,23.36424956,32.26936659,44.00977259,60.81454116,100,0.123388247,0.413595631,0.609416996,0.0006947,0.001040263,0.001030554,0.12202666,0.411556752,0.607397147,0.124749834,0.41563451,0.611436845
co11,228457,17844736.82,104835.32,10992000,0.513598884,0.00560498,0.995932305,3.315842721,6.789155929,11.18009408,16.66575387,23.63269566,32.59145395,44.3445943,61.02156399,100,0.115325912,0.408578759,0.605317854,0.000668271,0.001028452,0.001022618,0.114016124,0.40656303,0.60331356,0.1166357,0.410594488,0.607322148
co12,226553,18120594.34,49133.097,11628000,0.499222073,0.00165199,0.989191211,3.345849253,6.904249253,11.48699005,17.22019227,24.5169357,33.81103134,45.88067862,62.7542332,100,0.12700065,0.389664736,0.587960404,0.00069956,0.001024578,0.001034091,0.125629537,0.387656601,0.585933624,0.128371763,0.391672871,0.589987184
co13,226374,19190575.6,52730.79,12286720,0.499765894,0.00192344,0.979466134,3.347409745,6.922085377,11.48376601,17.19293597,24.47277639,33.76775739,45.80735819,62.71262714,100,0.123412673,0.393459105,0.588492336,0.000691296,0.001026754,0.001034299,0.122057757,0.391446703,0.586465147,0.124767589,0.395471507,0.590519525
co14,226790,20373259.12,56495.651,13096000,0.500189811,0.00222097,0.988737492,3.354390541,6.915027258,11.47533234,17.18537824,24.47807625,33.76143446,45.76730508,62.60569441,100,0.120634056,0.391244259,0.58822885,0.000683924,0.001024787,0.001033449,0.11929359,0.389235714,0.586203327,0.121974522,0.393252804,0.590254373
co15,230043,20848611.11,53573.937,13800000,0.48595673,0.00168961,1.066623612,3.585251561,7.322706209,12.05144279,17.95647331,25.44468899,34.89831732,47.04832658,63.89070741,100,0.10961239,0.375212742,0.577718606,0.000651351,0.001009486,0.001029804,0.108335766,0.373234186,0.575700227,0.110889014,0.377191298,0.579736985
co16,228932,22024519.11,71048.301,14560076.81,0.485625954,0.00207736,1.074599184,3.619028846,7.402384406,12.15649567,18.06301509,25.57553864,35.02549098,47.07901559,63.69962389,100,0.109101485,0.375337548,0.576488906,0.000651593,0.001012,0.001032701,0.107824387,0.373354065,0.574464849,0.110378583,0.377321031,0.578512963
co17,228709,22631588.79,56975.244,15318312.47,0.474589223,0.0016595,1.150640227,3.809444226,7.732603026,12.61406929,18.64285915,26.26146582,35.85529395,48.00975425,64.69878909,100,0.100182327,0.362500845,0.572623568,0.000627814,0.0010052,0.001034423,0.098951834,0.360530688,0.570596136,0.10141282,0.364471002,0.574651
co18,228951,23546784.02,61487.404,15635807.04,0.479740962,0.00175858,1.109555397,3.70288164,7.562326848,12.39676791,18.36997574,25.90990226,35.41872234,47.57759699,64.30075817,100,0.101936606,0.369007816,0.574896123,0.000632335,0.00100846,0.001033168,0.100697252,0.367031272,0.572871151,0.10317596,0.37098436,0.576921095
co19,229329,24307837.53,72117.137,15742469.81,0.493197613,0.00213712,1.003858209,3.40365859,7.101192731,11.83594961,17.63796622,24.9847671,34.38988284,46.43137517,63.18250097,100,0.123843247,0.38276205,0.584797995,0.000687856,0.001014989,0.001028971,0.122495074,0.380772708,0.582781249,0.12519142,0.384751392,0.586814741
co20,131609,22853850.75,108283.09,14311636,0.510158082,0.00366973,0.861064809,3.016285574,6.460846788,11.17169526,16.85982174,23.90449756,33.02937674,44.96515005,61.74006197,100,0.134650746,0.375992001,0.604132529,0.00094093,0.001335185,0.001348026,0.132806557,0.373375086,0.601490447,0.136494935,0.378608916,0.606774611
co21,222306,22410473.68,59208.431,14400000,0.493845075,0.00168582,0.986657436,3.277719159,6.869046631,11.77388557,17.68589413,24.91879152,34.25227467,46.35897834,63.25624431,100,0.125332395,0.355156849,0.593353122,0.000702227,0.00101499,0.001041813,0.123956055,0.353167506,0.591311206,0.126708735,0.357146192,0.595395038
co22,297984,27690434.51,70796.898,16825397.16,0.520173406,0.00178473,0.786067944,2.889644759,6.252485401,10.78545246,16.27143457,23.15163888,32.11881877,43.89232219,60.78994946,100,0.139156859,0.399884362,0.608323976,0.000634042,0.000897404,0.0008942,0.13791416,0.398125482,0.606571377,0.140399558,0.401643242,0.610076575
co23,288843,31872508.9,79322.41,19586181.77,0.514653379,0.00169416,0.838173397,2.966929636,6.335530701,10.91414495,16.4710212,23.44945685,32.56912695,44.45880783,61.44946641,100,0.141496796,0.394072646,0.603165805,0.000648505,0.000909217,0.000910316,0.14022575,0.392290614,0.601381619,0.142767842,0.395854678,0.604949991
cz92,16233,85213.14744,411.8777,77400,0.295761536,0.00231024,3.161973799,7.495309161,13.6097998,20.91074514,29.37619697,39.14626334,50.31409452,63.03511808,77.94268144,100,0.001744236,0.191936546,0.411226586,0.00032751,0.003091023,0.003862027,0.001102329,0.185878253,0.403657152,0.002386143,0.197994839,0.41879602
cz96,28134,165375.65,686.13148,143100,0.331432013,0.00207863,2.86324547,6.766412632,12.31673985,19.02419806,26.9767158,36.37647598,47.34012478,60.19048085,75.71924978,100,0.005213697,0.216358501,0.453992675,0.00042936,0.002454878,0.002968301,0.004372166,0.211547028,0.448174912,0.006055228,0.221169974,0.459810438
cz02,7970,234164.277,1757.0408,197994,0.321767996,0.00340889,3.151664027,7.366055929,13.07072138,19.96286086,27.85410593,37.01021568,47.74654121,60.42708691,75.76316568,100,0.005736205,0.209969249,0.461107368,0.000845929,0.004562162,0.005583712,0.004078214,0.201027576,0.450163494,0.007394196,0.218910922,0.472051242
cz04,4351,263373.191,2858.9441,222177,0.330079655,0.00563669,2.932969655,7.051079057,12.701608,19.51780161,27.3437633,36.49801761,47.23441208,59.82106475,75.26594369,100,0.011916511,0.212428901,0.466428365,0.001645041,0.006200935,0.007563004,0.008692289,0.200275293,0.45160515,0.015140733,0.224582509,0.48125158
cz07,11292,326094.8344,2066.5146,281378,0.325980336,0.00327446,2.945983157,7.038389149,12.60786353,19.37086048,27.29595413,36.7139356,47.71283185,60.54016411,75.97844203,100,0.009758358,0.215851168,0.454918456,0.000925068,0.003871605,0.004686106,0.007945259,0.208262962,0.445733858,0.011571457,0.223439374,0.464103054
cz10,8864,369557.656,2532.947,318127,0.322713452,0.00331936,2.967601219,7.146851182,12.83807479,19.59689414,27.51257623,36.87085664,47.87156842,60.69887225,76.19304554,100,0.00932647,0.204538523,0.459182726,0.001020961,0.004284324,0.005293016,0.007325424,0.196141403,0.448808606,0.011327516,0.212935643,0.469556846
cz13,8053,377734.3599,2967.3099,321100,0.327644615,0.00406061,3.113762446,7.299222863,12.77839551,19.58791487,27.48919078,36.64783447,47.33622484,59.97962858,75.35533113,100,0.006399068,0.221843771,0.45861381,0.000888557,0.00462997,0.005552624,0.004657527,0.212769197,0.447730866,0.008140609,0.230918345,0.469496754
cz16,8701,420692.4278,3184.8391,357755,0.329501782,0.00392186,2.969452308,7.051835668,12.51262879,19.20378411,27.04627961,36.32039883,47.28066243,60.15605761,75.88558755,100,0.007874481,0.219951497,0.460915579,0.000947566,0.00444058,0.005343853,0.006017285,0.21124812,0.45044182,0.009731677,0.228654874,0.471389338
